cidade,uf,regiao,codmun,pop_dou_2017,Jornal,Online,Rádio,Revista,Televisão,tipos_existentes,total_fontes,fontes_100k_hab
APORÉ,GO,Centro-Oeste,5201504,4143,0,0,0,0,1,Televisão,1,24.137098720733768
APUAREMA,BA,Nordeste,2901957,7730,0,0,0,0,0,Nenhum,0,0
APUCARANA,PR,Sul,4101408,132691,5,1,4,0,2,Vários,12,9.043567385881484
APUÍ,AM,Norte,1300144,21406,0,0,0,0,0,Nenhum,0,0
APUIARÉS,CE,Nordeste,2300903,14719,0,0,0,0,0,Nenhum,0,0
AQUIDABÃ,SE,Nordeste,2800209,21589,0,0,0,0,0,Nenhum,0,0
AQUIDAUANA,MS,Centro-Oeste,5001102,47482,2,2,3,0,1,Vários,8,16.848489954087867
AQUIRAZ,CE,Nordeste,2301000,79128,0,0,1,0,0,Rádio,1,1.2637751491254676
ARABUTÃ,SC,Sul,4201273,4281,0,0,0,0,1,Televisão,1,23.3590282644242
ARAÇAGI,PB,Nordeste,2500809,17003,0,0,0,0,0,Nenhum,0,0
ARAÇAÍ,MG,Sudeste,3103207,2368,0,0,0,0,0,Nenhum,0,0
ARACAJU,SE,Nordeste,2800308,650106,5,14,15,0,4,Vários,38,5.845200628820531
ARAÇARIGUAMA,SP,Sudeste,3502754,21038,0,0,0,0,0,Nenhum,0,0
ARAÇAS,BA,Nordeste,2902054,12608,0,0,0,0,0,Nenhum,0,0
ARACATI,CE,Nordeste,2301109,73629,0,0,4,0,1,Vários,5,6.790802537043828
ARACATU,BA,Nordeste,2902005,13962,0,0,0,0,0,Nenhum,0,0
ARAÇATUBA,SP,Sudeste,3502804,194874,2,2,7,0,2,Vários,13,6.670977144206
ARACI,BA,Nordeste,2902104,55935,1,0,0,0,0,Jornal,1,1.7877893984088673
ARACITABA,MG,Sudeste,3103306,2111,0,0,0,0,1,Televisão,1,47.37091425864519
ARACOIABA,CE,Nordeste,2301208,26269,0,0,0,0,0,Nenhum,0,0
ARAÇOIABA,PE,Nordeste,2601052,20268,0,0,0,0,0,Nenhum,0,0
ARAÇOIABA DA SERRA,SP,Sudeste,3502903,32495,0,0,0,0,0,Nenhum,0,0
ARACRUZ,ES,Sudeste,3200607,98393,1,0,1,0,0,Vários,2,2.0326649253503803
ARAÇU,GO,Centro-Oeste,5201603,3731,0,0,0,0,0,Nenhum,0,0
ARAÇUAÍ,MG,Sudeste,3103405,37361,0,0,1,0,0,Rádio,1,2.676587885763229
ARAGARÇAS,GO,Centro-Oeste,5201702,19884,1,0,1,0,0,Vários,2,10.058338362502514
ARAGOIÂNIA,GO,Centro-Oeste,5201801,9765,0,0,0,0,0,Nenhum,0,0
ARAGOMINAS,TO,Norte,1701309,5865,0,0,0,0,0,Nenhum,0,0
ARAGUACEMA,TO,Norte,1701903,7003,0,0,0,0,0,Nenhum,0,0
ARAGUAÇU,TO,Norte,1702000,8692,0,0,0,0,0,Nenhum,0,0
ARAGUAIANA,MT,Centro-Oeste,5101001,3036,0,0,0,0,0,Nenhum,0,0
ARAGUAÍNA,TO,Norte,1702109,175960,1,1,4,0,5,Vários,11,6.25142077744942
ARAGUAINHA,MT,Centro-Oeste,5101209,931,0,0,0,0,1,Televisão,1,107.41138560687432
ARAGUANÃ,MA,Nordeste,2100873,15332,0,0,0,0,0,Nenhum,0,0
ARAGUANÃ,TO,Norte,1702158,5645,0,0,0,0,0,Nenhum,0,0
ARAGUAPAZ,GO,Centro-Oeste,5202155,7862,0,0,0,0,1,Televisão,1,12.719409819384381
ARAGUARI,MG,Sudeste,3103504,117445,7,1,5,0,1,Vários,14,11.920473413086977
ARAGUATINS,TO,Norte,1702208,35216,0,1,1,0,0,Vários,2,5.679236710586097
ARAIOSES,MA,Nordeste,2100907,46074,0,0,0,0,1,Televisão,1,2.170421495854495
ARAL MOREIRA,MS,Centro-Oeste,5001243,11771,0,1,0,0,1,Vários,2,16.990909863223177
ARAMARI,BA,Nordeste,2902203,11703,0,0,1,0,0,Rádio,1,8.54481756814492
ARAMBARÉ,RS,Sul,4300851,3748,0,0,0,0,0,Nenhum,0,0
ARAME,MA,Nordeste,2100956,32145,0,0,0,0,0,Nenhum,0,0
ARAMINA,SP,Sudeste,3503000,5552,0,0,0,0,0,Nenhum,0,0
ARANDU,SP,Sudeste,3503109,6368,0,0,0,0,1,Televisão,1,15.703517587939698
ARANTINA,MG,Sudeste,3103603,2873,0,0,0,0,1,Televisão,1,34.80682213713888
ARAPEÍ,SP,Sudeste,3503158,2509,0,0,0,0,0,Nenhum,0,0
ARAPIRACA,AL,Nordeste,2700300,234185,2,3,5,0,1,Vários,11,4.6971411490915305
ARAPOEMA,TO,Norte,1702307,6756,0,0,1,0,1,Vários,2,29.603315571343988
ARAPONGA,MG,Sudeste,3103702,8544,0,0,0,0,1,Televisão,1,11.704119850187267
ARAPONGAS,PR,Sul,4101507,118477,2,0,5,0,2,Vários,9,7.596411117769694
ARAPORÃ,MG,Sudeste,3103751,6774,0,0,1,0,0,Rádio,1,14.762326542663125
ARAPOTI,PR,Sul,4101606,27906,0,0,2,0,0,Rádio,2,7.166917508779473
ARAPUÁ,MG,Sudeste,3103801,2883,0,0,0,0,1,Televisão,1,34.6860908775581
ARAPUÃ,PR,Sul,4101655,3343,0,0,0,0,0,Nenhum,0,0
ARAPUTANGA,MT,Centro-Oeste,5101258,16223,0,0,2,0,0,Rádio,2,12.328176046353944
ARAQUARI,SC,Sul,4201307,35268,1,0,0,0,0,Jornal,1,2.8354315526823184
ARARA,PB,Nordeste,2500908,13538,0,0,0,0,0,Nenhum,0,0
ARARANGUÁ,SC,Sul,4201406,67110,9,0,3,0,1,Vários,13,19.371181642080167
ARARAQUARA,SP,Sudeste,3503208,230770,5,6,4,0,3,Vários,18,7.799974000086666
ARARAS,SP,Sudeste,3503307,131282,2,1,6,0,2,Vários,11,8.378909523011531
ARARENDÁ,CE,Nordeste,2301257,10823,0,0,0,0,0,Nenhum,0,0
ARARI,MA,Nordeste,2101004,29388,0,0,0,0,0,Nenhum,0,0
ARARICÁ,RS,Sul,4300877,5395,0,0,0,0,0,Nenhum,0,0
ARARIPE,CE,Nordeste,2301307,21398,0,0,0,0,0,Nenhum,0,0
ARARIPINA,PE,Nordeste,2601102,83757,2,0,4,0,1,Vários,7,8.35751041703977
ARARUAMA,RJ,Sudeste,3300209,126742,10,0,1,0,1,Vários,12,9.468053210459043
ARARUNA,PB,Nordeste,2501005,20418,0,1,1,0,0,Vários,2,9.795278675678324
ARARUNA,PR,Sul,4101705,14098,0,0,0,0,0,Nenhum,0,0
ARATACA,BA,Nordeste,2902252,11661,0,0,1,0,0,Rádio,1,8.575593859874797
ARATIBA,RS,Sul,4300901,6601,0,0,3,0,1,Vários,4,60.596879260718076
ARATUBA,CE,Nordeste,2301406,11244,0,0,0,0,0,Nenhum,0,0
ARATUÍPE,BA,Nordeste,2902302,9171,0,0,0,0,0,Nenhum,0,0
ARAUÁ,SE,Nordeste,2800407,10362,0,0,0,0,0,Nenhum,0,0
ARAUCÁRIA,PR,Sul,4101804,137452,2,0,1,0,1,Vários,4,2.9101068009195936
ARAÚJOS,MG,Sudeste,3103900,8996,0,0,0,0,0,Nenhum,0,0
ARAXÁ,MG,Sudeste,3104007,104283,4,3,3,0,2,Vários,12,11.507148816202065
ARCEBURGO,MG,Sudeste,3104106,10578,0,0,0,0,0,Nenhum,0,0
ARCO-ÍRIS,SP,Sudeste,3503356,1856,0,0,0,0,0,Nenhum,0,0
ARCOS,MG,Sudeste,3104205,39811,3,0,4,0,1,Vários,8,20.094948632287558
ARCOVERDE,PE,Nordeste,2601201,73667,1,0,3,0,0,Vários,4,5.429839683983331
AREADO,MG,Sudeste,3104304,14956,0,0,1,0,1,Vários,2,13.37255950788981
AREAL,RJ,Sudeste,3300225,12143,0,0,0,0,0,Nenhum,0,0
AREALVA,SP,Sudeste,3503406,8452,0,0,0,0,1,Televisão,1,11.83151916706105
AREIA,PB,Nordeste,2501104,22776,0,0,2,0,2,Vários,4,17.562346329469616
AREIA BRANCA,RN,Nordeste,2401107,27401,0,0,1,0,0,Rádio,1,3.6495018429984305
AREIA BRANCA,SE,Nordeste,2800506,18489,0,0,0,0,0,Nenhum,0,0
AREIA DE BARAÚNAS,PB,Nordeste,2501153,2126,0,0,0,0,0,Nenhum,0,0
AREIAL,PB,Nordeste,2501203,6975,0,0,0,0,1,Televisão,1,14.336917562724015
AREIAS,SP,Sudeste,3503505,3879,0,0,0,0,1,Televisão,1,25.77984016499098
AREIÓPOLIS,SP,Sudeste,3503604,11107,0,0,0,0,1,Televisão,1,9.003331232556047
ARENÁPOLIS,MT,Centro-Oeste,5101308,9455,0,0,1,0,0,Rádio,1,10.576414595452142
ARENÓPOLIS,GO,Centro-Oeste,5202353,2957,0,0,0,0,1,Televisão,1,33.818058843422385
ARÊS,RN,Nordeste,2401206,14307,0,0,0,0,1,Televisão,1,6.989585517578807
ARGIRITA,MG,Sudeste,3104403,2859,0,0,0,0,1,Televisão,1,34.97726477789437
ARICANDUVA,MG,Sudeste,3104452,5192,0,0,0,0,0,Nenhum,0,0
ARINOS,MG,Sudeste,3104502,18243,0,0,0,0,1,Televisão,1,5.481554568875733
ARIPUANÃ,MT,Centro-Oeste,5101407,21357,0,0,0,0,0,Nenhum,0,0
ARIQUEMES,RO,Norte,1100023,107345,3,4,2,0,2,Vários,11,10.24733336438586
ARIRANHA,SP,Sudeste,3503703,9451,0,0,0,0,0,Nenhum,0,0
ARIRANHA DO IVAÍ,PR,Sul,4101853,2301,0,0,0,0,0,Nenhum,0,0
ARMAÇÃO DOS BÚZIOS,RJ,Sudeste,3300233,32260,3,0,1,0,0,Vários,4,12.399256044637323
ARMAZÉM,SC,Sul,4201505,8520,1,0,0,0,1,Vários,2,23.474178403755868
ARNEIROZ,CE,Nordeste,2301505,7777,0,0,0,0,1,Televisão,1,12.858428700012858
AROAZES,PI,Nordeste,2200905,5748,0,0,0,0,0,Nenhum,0,0
AROEIRAS,PB,Nordeste,2501302,19154,0,0,0,0,0,Nenhum,0,0
AROEIRAS DO ITAIM,PI,Nordeste,2200954,2511,0,0,0,0,0,Nenhum,0,0
ARRAIAL,PI,Nordeste,2201002,4656,0,0,0,0,0,Nenhum,0,0
ARRAIAL DO CABO,RJ,Sudeste,3300258,29304,3,0,0,0,0,Jornal,3,10.237510237510238
ARRAIAS,TO,Norte,1702406,10727,0,0,0,0,1,Televisão,1,9.322270905192505
ARROIO DO MEIO,RS,Sul,4301008,20272,2,0,0,0,0,Jornal,2,9.865824782951854
ARROIO DO PADRE,RS,Sul,4301073,2906,0,0,0,0,0,Nenhum,0,0
ARROIO DO SAL,RS,Sul,4301057,9050,0,0,0,0,0,Nenhum,0,0
ARROIO DO TIGRE,RS,Sul,4301206,13388,0,0,0,0,1,Televisão,1,7.469375560203167
ARROIO DOS RATOS,RS,Sul,4301107,14255,0,0,0,0,0,Nenhum,0,0
ARROIO GRANDE,RS,Sul,4301305,18922,5,0,1,0,1,Vários,7,36.99397526688511
ARROIO TRINTA,SC,Sul,4201604,3564,0,0,0,0,1,Televisão,1,28.058361391694728
ARTUR NOGUEIRA,SP,Sudeste,3503802,51986,1,1,2,0,0,Vários,4,7.6943792559535265
ARUANÃ,GO,Centro-Oeste,5202502,9138,0,0,0,0,0,Nenhum,0,0
ARUJÁ,SP,Sudeste,3503901,86430,2,0,0,0,0,Jornal,2,2.3140113386555594
ARVOREDO,SC,Sul,4201653,2261,0,0,0,0,0,Nenhum,0,0
ARVOREZINHA,RS,Sul,4301404,10614,0,0,1,0,1,Vários,2,18.84303749764462
ASCURRA,SC,Sul,4201703,7877,1,0,0,0,0,Jornal,1,12.695188523549575
ASPÁSIA,SP,Sudeste,3503950,1842,0,0,0,0,0,Nenhum,0,0
ASSAÍ,PR,Sul,4101903,15999,1,0,1,0,0,Vários,2,12.500781298831177
ASSARÉ,CE,Nordeste,2301604,23254,0,0,0,0,0,Nenhum,0,0
ASSIS,SP,Sudeste,3504008,102924,5,2,5,0,0,Vários,12,11.659088259298123
ASSIS BRASIL,AC,Norte,1200054,6986,0,0,0,0,0,Nenhum,0,0
ASSIS CHATEAUBRIAND,PR,Sul,4102000,34064,2,1,2,0,3,Vários,8,23.485204321277596
ASSUNÇÃO,PB,Nordeste,2501351,3921,0,0,0,0,0,Nenhum,0,0
ASSUNÇÃO DO PIAUÍ,PI,Nordeste,2201051,7717,0,0,0,0,0,Nenhum,0,0
ASTOLFO DUTRA,MG,Sudeste,3104601,14118,0,0,0,0,1,Televisão,1,7.083156254426973
ASTORGA,PR,Sul,4102109,26196,0,0,4,0,0,Rádio,4,15.269506794930523
ATALAIA,AL,Nordeste,2700409,47744,0,0,0,0,1,Televisão,1,2.094504021447721
ATALAIA,PR,Sul,4102208,3999,0,0,0,0,0,Nenhum,0,0
ATALAIA DO NORTE,AM,Norte,1300201,19054,0,1,0,0,0,Online,1,5.24824183898394
ATALANTA,SC,Sul,4201802,3254,0,0,0,0,1,Televisão,1,30.731407498463426
ATALÉIA,MG,Sudeste,3104700,13762,0,0,0,0,1,Televisão,1,7.266385699752942
ATIBAIA,SP,Sudeste,3504107,139683,4,1,2,0,1,Vários,8,5.7272538533679835
ATILIO VIVACQUA,ES,Sudeste,3200706,11804,0,0,0,0,1,Televisão,1,8.471704506946798
AUGUSTINÓPOLIS,TO,Norte,1702554,18089,1,0,0,0,0,Jornal,1,5.528221571120571
AUGUSTO CORRÊA,PA,Norte,1500909,44734,0,0,0,0,2,Televisão,2,4.470872267179327
AUGUSTO DE LIMA,MG,Sudeste,3104809,5023,0,0,0,0,0,Nenhum,0,0
AUGUSTO PESTANA,RS,Sul,4301503,7091,0,0,0,0,0,Nenhum,0,0
AUGUSTO SEVERO,RN,Nordeste,2401305,9768,0,0,0,0,1,Televisão,1,10.237510237510238
ÁUREA,RS,Sul,4301552,3718,0,0,0,0,0,Nenhum,0,0
AURELINO LEAL,BA,Nordeste,2902401,12706,0,0,0,0,1,Televisão,1,7.870297497245396
AURIFLAMA,SP,Sudeste,3504206,15085,0,0,1,0,0,Rádio,1,6.6291017567119654
AURILÂNDIA,GO,Centro-Oeste,5202601,3422,0,0,0,0,1,Televisão,1,29.22267679719462
AURORA,CE,Nordeste,2301703,24496,0,0,2,0,0,Rádio,2,8.164598301763554
AURORA,SC,Sul,4201901,5688,0,0,0,0,1,Televisão,1,17.58087201125176
AURORA DO PARÁ,PA,Norte,1500958,30471,0,0,0,0,0,Nenhum,0,0
AURORA DO TOCANTINS,TO,Norte,1702703,3735,0,0,0,0,0,Nenhum,0,0
AUTAZES,AM,Norte,1300300,38454,0,0,1,0,0,Rádio,1,2.6005096999011803
AVAÍ,SP,Sudeste,3504305,5337,0,0,0,0,1,Televisão,1,18.737118231216037
AVANHANDAVA,SP,Sudeste,3504404,13112,0,0,0,0,0,Nenhum,0,0
AVARÉ,SP,Sudeste,3504503,89479,5,0,5,0,1,Vários,11,12.29338727522659
AVEIRO,PA,Norte,1501006,15947,0,0,0,0,0,Nenhum,0,0
AVELINO LOPES,PI,Nordeste,2201101,11503,0,0,0,0,0,Nenhum,0,0
AVELINÓPOLIS,GO,Centro-Oeste,5202809,2494,0,0,0,0,0,Nenhum,0,0
AXIXÁ,MA,Nordeste,2101103,11975,0,0,0,0,0,Nenhum,0,0
AXIXÁ DO TOCANTINS,TO,Norte,1702901,9776,0,0,0,0,0,Nenhum,0,0
BABAÇULÂNDIA,TO,Norte,1703008,10752,0,0,0,0,0,Nenhum,0,0
BACABAL,MA,Nordeste,2101202,103359,1,0,2,0,1,Vários,4,3.8700064822608575
BACABEIRA,MA,Nordeste,2101251,17053,0,0,0,0,0,Nenhum,0,0
BACURI,MA,Nordeste,2101301,17435,0,0,0,0,0,Nenhum,0,0
BACURITUBA,MA,Nordeste,2101350,5574,0,0,0,0,0,Nenhum,0,0
BADY BASSITT,SP,Sudeste,3504602,16843,0,0,0,0,0,Nenhum,0,0
BAEPENDI,MG,Sudeste,3104908,19315,2,0,2,0,1,Vários,5,25.88661661920787
BAGÉ,RS,Sul,4301602,122209,5,1,7,0,1,Vários,14,11.455784762169726
BAGRE,PA,Norte,1501105,29808,0,0,0,0,0,Nenhum,0,0
BAÍA DA TRAIÇÃO,PB,Nordeste,2501401,9070,0,0,0,0,0,Nenhum,0,0
BAÍA FORMOSA,RN,Nordeste,2401404,9309,0,0,0,0,1,Televisão,1,10.742292405199269
BAIANÓPOLIS,BA,Nordeste,2902500,14323,0,0,0,0,0,Nenhum,0,0
BAIÃO,PA,Norte,1501204,46110,0,0,0,0,0,Nenhum,0,0
BAIXA GRANDE,BA,Nordeste,2902609,21403,1,1,0,0,1,Vários,3,14.016726627108348
BAIXA GRANDE DO RIBEIRO,PI,Nordeste,2201150,11375,0,0,0,0,0,Nenhum,0,0
BAIXIO,CE,Nordeste,2301802,6228,0,0,0,0,1,Televisão,1,16.056518946692357
BAIXO GUANDU,ES,Sudeste,3200805,31794,1,0,0,0,1,Vários,2,6.290495061961376
BALBINOS,SP,Sudeste,3504701,5188,0,0,0,0,0,Nenhum,0,0
BALDIM,MG,Sudeste,3105004,8051,0,0,0,0,0,Nenhum,0,0
BALIZA,GO,Centro-Oeste,5203104,4677,0,0,0,0,0,Nenhum,0,0
BALNEÁRIO ARROIO DO SILVA,SC,Sul,4201950,12344,1,0,1,0,0,Vários,2,16.202203499675957
BALNEÁRIO BARRA DO SUL,SC,Sul,4202057,10317,0,0,0,0,0,Nenhum,0,0
BALNEÁRIO CAMBORIÚ,SC,Sul,4202008,135268,10,4,5,0,3,Vários,22,16.26400922612887
BALNEÁRIO GAIVOTA,SC,Sul,4202073,10413,1,0,1,0,0,Vários,2,19.206760779794486
BALNEÁRIO PIÇARRAS,SC,Sul,4212809,21884,3,1,0,0,0,Vários,4,18.278194114421495
BALNEÁRIO PINHAL,RS,Sul,4301636,12671,2,0,0,0,0,Jornal,2,15.784073869465708
BALNEÁRIO RINCÃO,SC,Sul,4220000,12403,1,0,0,0,0,Jornal,1,8.062565508344756
BALSA NOVA,PR,Sul,4102307,12602,0,0,0,0,0,Nenhum,0,0
BÁLSAMO,SP,Sudeste,3504800,8908,0,0,0,0,0,Nenhum,0,0
BALSAS,MA,Nordeste,2101400,94779,2,2,4,0,4,Vários,12,12.661032507200963
BAMBUÍ,MG,Sudeste,3105103,24018,4,0,2,0,1,Vários,7,29.1448080606212
BANABUIÚ,CE,Nordeste,2301851,18027,0,0,0,0,0,Nenhum,0,0
BANANAL,SP,Sudeste,3504909,10867,0,0,0,0,1,Televisão,1,9.202171712524155
BANANEIRAS,PB,Nordeste,2501500,21156,0,0,1,0,1,Vários,2,9.453582907922103
BANDEIRA,MG,Sudeste,3105202,4984,0,0,0,0,1,Televisão,1,20.064205457463885
BANDEIRA DO SUL,MG,Sudeste,3105301,5739,0,0,0,0,1,Televisão,1,17.424638438752396
BANDEIRANTE,SC,Sul,4202081,2751,0,0,0,0,0,Nenhum,0,0
BANDEIRANTES,MS,Centro-Oeste,5001508,6795,0,0,0,0,1,Televisão,1,14.716703458425313
BANDEIRANTES,PR,Sul,4102406,32486,2,0,2,0,1,Vários,5,15.39124545958259
BANDEIRANTES DO TOCANTINS,TO,Norte,1703057,3500,0,0,0,0,0,Nenhum,0,0
BANNACH,PA,Norte,1501253,3200,0,0,0,0,0,Nenhum,0,0
BANZAÊ,BA,Nordeste,2902658,13765,0,0,0,0,0,Nenhum,0,0
BARÃO,RS,Sul,4301651,6109,0,0,0,0,0,Nenhum,0,0
BARÃO DE ANTONINA,SP,Sudeste,3505005,3406,0,0,0,0,0,Nenhum,0,0
BARÃO DE COCAIS,MG,Sudeste,3105400,31968,0,0,0,0,1,Televisão,1,3.128128128128128
BARÃO DE COTEGIPE,RS,Sul,4301701,6763,0,0,0,0,0,Nenhum,0,0
BARÃO DE GRAJAÚ,MA,Nordeste,2101509,18619,0,0,0,0,0,Nenhum,0,0
BARÃO DE MELGAÇO,MT,Centro-Oeste,5101605,7872,0,0,0,0,0,Nenhum,0,0
BARÃO DE MONTE ALTO,MG,Sudeste,3105509,5648,0,0,0,0,0,Nenhum,0,0
BARÃO DO TRIUNFO,RS,Sul,4301750,7440,0,0,0,0,0,Nenhum,0,0
BARAÚNA,PB,Nordeste,2501534,4925,0,0,0,0,0,Nenhum,0,0
BARAÚNA,RN,Nordeste,2401453,28085,0,0,0,0,0,Nenhum,0,0
BARBACENA,MG,Sudeste,3105608,136689,2,1,5,0,3,Vários,11,8.047465414188414
BARBALHA,CE,Nordeste,2301901,59811,0,1,2,0,0,Vários,3,5.015799769273211
BARBOSA,SP,Sudeste,3505104,7251,0,0,0,0,0,Nenhum,0,0
BARBOSA FERRAZ,PR,Sul,4102505,12300,0,0,1,0,0,Rádio,1,8.130081300813009
BARCARENA,PA,Norte,1501303,121190,0,0,1,0,0,Rádio,1,0.8251505899826718
BARCELONA,RN,Nordeste,2401503,4064,0,0,0,0,0,Nenhum,0,0
BARCELOS,AM,Norte,1300409,27743,0,0,0,0,0,Nenhum,0,0
BARIRI,SP,Sudeste,3505203,34602,1,0,3,0,1,Vários,5,14.450031790069938
BARRA,BA,Nordeste,2902708,54915,0,0,0,0,0,Nenhum,0,0
BARRA BONITA,SC,Sul,4202099,1739,0,0,0,0,0,Nenhum,0,0
BARRA BONITA,SP,Sudeste,3505302,36331,1,0,2,0,1,Vários,4,11.009881368528253
BARRA D'ALCÂNTARA,PI,Nordeste,2201176,3889,0,0,0,0,0,Nenhum,0,0
BARRA DA ESTIVA,BA,Nordeste,2902807,22082,0,0,0,0,1,Televisão,1,4.528575310207409
BARRA DE GUABIRABA,PE,Nordeste,2601300,14224,0,0,0,0,0,Nenhum,0,0
BARRA DE SANTA ROSA,PB,Nordeste,2501609,15421,0,0,0,0,1,Televisão,1,6.4846637701835155
BARRA DE SANTANA,PB,Nordeste,2501575,8241,0,0,0,0,0,Nenhum,0,0
BARRA DE SANTO ANTÔNIO,AL,Nordeste,2700508,16064,0,0,0,0,0,Nenhum,0,0
BARRA DE SÃO FRANCISCO,ES,Sudeste,3200904,45283,2,0,3,0,1,Vários,6,13.250005520835632
BARRA DE SÃO MIGUEL,AL,Nordeste,2700607,8401,0,0,0,0,0,Nenhum,0,0
BARRA DE SÃO MIGUEL,PB,Nordeste,2501708,5979,0,0,0,0,0,Nenhum,0,0
BARRA DO BUGRES,MT,Centro-Oeste,5101704,33644,0,0,1,0,0,Rádio,1,2.9722981809535134
BARRA DO CHAPÉU,SP,Sudeste,3505351,5653,0,0,0,0,0,Nenhum,0,0
BARRA DO CHOÇA,BA,Nordeste,2902906,34121,0,0,0,0,1,Televisão,1,2.9307464611236482
BARRA DO CORDA,MA,Nordeste,2101608,87135,0,0,1,0,2,Vários,3,3.4429333792391117
BARRA DO GARÇAS,MT,Centro-Oeste,5101803,58974,4,0,2,0,3,Vários,9,15.260962458032353
BARRA DO GUARITA,RS,Sul,4301859,3253,0,0,0,0,0,Nenhum,0,0
BARRA DO JACARÉ,PR,Sul,4102703,2828,0,0,0,0,0,Nenhum,0,0
BARRA DO MENDES,BA,Nordeste,2903003,14560,0,0,2,0,1,Vários,3,20.604395604395606
BARRA DO OURO,TO,Norte,1703073,4544,0,0,0,0,0,Nenhum,0,0
BARRA DO PIRAÍ,RJ,Sudeste,3300308,97460,2,0,2,0,1,Vários,5,5.130309870716191
BARRA DO QUARAÍ,RS,Sul,4301875,4223,1,1,1,0,0,Vários,3,71.03954534690979
BARRA DO RIBEIRO,RS,Sul,4301909,13365,1,0,0,0,0,Jornal,1,7.482229704451926
BARRA DO RIO AZUL,RS,Sul,4301925,1915,0,0,0,0,1,Televisão,1,52.21932114882507
BARRA DO ROCHA,BA,Nordeste,2903102,6258,0,0,0,0,1,Televisão,1,15.979546180888462
BARRA DO TURVO,SP,Sudeste,3505401,7781,0,0,0,0,1,Televisão,1,12.851818532322323
BARRA DOS COQUEIROS,SE,Nordeste,2800605,29807,0,0,1,0,0,Rádio,1,3.3549166303217364
BARRA FUNDA,RS,Sul,4301958,2516,1,0,0,0,0,Jornal,1,39.7456279809221
BARRA LONGA,MG,Sudeste,3105707,5624,0,0,0,0,0,Nenhum,0,0
BARRA MANSA,RJ,Sudeste,3300407,179451,5,0,3,0,2,Vários,10,5.572551838663479
BARRA VELHA,SC,Sul,4202107,27781,1,0,1,0,0,Vários,2,7.199164896871963
BARRACÃO,PR,Sul,4102604,10314,1,0,0,0,0,Jornal,1,9.695559433779328
BARRACÃO,RS,Sul,4301800,5474,0,0,0,0,1,Televisão,1,18.26817683595177
BARRAS,PI,Nordeste,2201200,46291,0,0,1,0,0,Rádio,1,2.1602471322719317
BARREIRA,CE,Nordeste,2301950,20978,0,0,0,0,0,Nenhum,0,0
BARREIRAS,BA,Nordeste,2903201,157638,3,1,3,0,1,Vários,8,5.074918484121849
BARREIRAS DO PIAUÍ,PI,Nordeste,2201309,3294,0,0,0,0,0,Nenhum,0,0
BARREIRINHA,AM,Norte,1300508,31542,0,0,1,0,0,Rádio,1,3.1703760065943825
BARREIRINHAS,MA,Nordeste,2101707,62458,0,0,0,0,0,Nenhum,0,0
BARREIROS,PE,Nordeste,2601409,42438,0,0,1,0,0,Rádio,1,2.3563787171874266
BARRETOS,SP,Sudeste,3505500,120638,13,6,13,0,2,Vários,34,28.18349110562178
BARRINHA,SP,Sudeste,3505609,31921,0,0,1,0,0,Rádio,1,3.132733936906739
BARRO,CE,Nordeste,2302008,22440,0,0,2,0,0,Rádio,2,8.9126559714795
BARRO ALTO,BA,Nordeste,2903235,15217,0,0,0,0,0,Nenhum,0,0
BARRO ALTO,GO,Centro-Oeste,5203203,10435,0,0,0,0,1,Televisão,1,9.583133684714902
BARRO DURO,PI,Nordeste,2201408,6925,0,0,0,0,0,Nenhum,0,0
BARRO PRETO,BA,Nordeste,2903300,6251,0,0,0,0,0,Nenhum,0,0
BARROCAS,BA,Nordeste,2903276,16296,0,0,0,0,0,Nenhum,0,0
BARROLÂNDIA,TO,Norte,1703107,5643,0,0,0,0,0,Nenhum,0,0
BARROQUINHA,CE,Nordeste,2302057,14880,0,0,0,0,0,Nenhum,0,0
BARROS CASSAL,RS,Sul,4302006,11486,0,0,0,0,0,Nenhum,0,0
BARROSO,MG,Sudeste,3105905,20882,0,0,0,0,1,Televisão,1,4.788813332056317
BARUERI,SP,Sudeste,3505708,267534,9,7,0,0,3,Vários,19,7.1019010667802975
BASTOS,SP,Sudeste,3505807,21073,0,0,2,0,0,Rádio,2,9.490817633939164
BATAGUASSU,MS,Centro-Oeste,5001904,22389,2,1,1,0,1,Vários,5,22.332395372727678
BATALHA,AL,Nordeste,2700706,18757,0,0,0,0,1,Televisão,1,5.331342965292957
BATALHA,PI,Nordeste,2201507,26421,0,0,1,0,0,Rádio,1,3.7848680973468074
BATATAIS,SP,Sudeste,3505906,61480,1,0,3,0,3,Vários,7,11.385816525699415
BATAYPORÃ,MS,Centro-Oeste,5002001,11248,0,0,0,0,1,Televisão,1,8.890469416785207
BATURITÉ,CE,Nordeste,2302107,35351,0,0,4,0,0,Rádio,4,11.315097168396933
BAURU,SP,Sudeste,3506003,371690,2,14,9,0,5,Vários,30,8.071242164169066
BAYEUX,PB,Nordeste,2501807,97010,0,0,2,0,0,Rádio,2,2.061643129574271
BEBEDOURO,SP,Sudeste,3506102,77761,4,0,3,0,2,Vários,9,11.573925232442999
BEBERIBE,CE,Nordeste,2302206,53110,0,0,0,0,0,Nenhum,0,0
BELA CRUZ,CE,Nordeste,2302305,32378,0,0,0,0,0,Nenhum,0,0
BELA VISTA,MS,Centro-Oeste,5002100,24331,1,0,2,0,1,Vários,4,16.439932596276357
